origIpAddr,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,dateTimeConnect,dateTimeDisconnect,duration,origDeviceName,destDeviceName,origIpv4v6Addr,destIpv4v6Addr,callingPartyNumber
100820490,443115786,7777,7777,1415451260,1415451288,28,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415451260,1415451288,28,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416923308,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923418,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923527,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923628,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923727,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923834,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923942,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416924045,0,CUBE-01-SIP,,10.100.98.5,,100
855664138,788371958,21215,21215,1416546247,1416546264,17,SEPD824BD26953D,SEP0C85253EE38B,10.102.0.51,10.102.2.209,21670
855664138,100820490,22999,22999,1416546281,1416546302,21,SEPD824BD26953D,SEPD4D748FF9D39,10.102.0.51,10.102.2.6,21670
100820490,443115786,7777,7777,1416546281,1416546302,21,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416546281,1416546302,21,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416546304,1416546314,10,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416546305,1416546314,9,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416979195,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416979295,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416979399,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416979503,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416979655,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416979712,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1416979781,1416979806,25,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416979781,1416979806,25,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416979825,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416979933,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416943165,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416943271,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416943379,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416943484,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416943586,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416943699,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416943806,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1416112835,1416112858,23,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416112835,1416112858,23,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,05714,05714,0,1415074028,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948288,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948388,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948594,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948698,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948806,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948915,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1417021086,1417021138,52,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417021086,1417021138,52,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
855664138,0,99,99,0,1417102313,0,SEPD824BD26953D,,10.102.0.51,,21670
100820490,443115786,7777,7777,1417012656,1417012686,30,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417012656,1417012686,30,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417012698,1417012742,44,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417012698,1417012742,44,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416763133,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416763212,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416763293,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416763372,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416763452,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416961126,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416961236,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416961336,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416961437,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416961537,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416961634,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416961740,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416961838,0,CUBE-01-SIP,,10.100.98.5,,100
855664138,637442550,21167,21167,1415943093,1415943134,41,SEPD824BD26953D,SEP0C8525A71156,10.102.0.51,10.102.1.218,21670
90334218,0,71996,71996,0,1416943806,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416943911,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416944020,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416944124,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416944227,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416944333,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416944438,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416981876,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416981982,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1416981989,1416982042,53,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416981989,1416982042,53,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416982094,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416982200,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416982303,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416982405,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416982510,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416982626,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415071610,1415071633,23,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415071610,1415071633,23,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415950638,1415950640,2,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415950638,1415950640,2,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415950659,1415950747,88,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415950659,1415950747,88,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415950790,1415950803,13,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415950790,1415950803,13,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416402875,1416402985,110,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416402875,1416402985,110,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417106497,1417106518,21,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417106497,1417106518,21,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415204349,1415204400,51,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415204349,1415204400,51,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416965416,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416965510,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416965617,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416965716,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416965817,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416965917,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416966018,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416966120,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415010579,1415010620,41,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415010579,1415010620,41,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415010990,1415011367,377,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415010990,1415011367,377,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416460287,1416460317,30,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416460287,1416460317,30,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416077539,1416077582,43,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416077539,1416077582,43,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415187282,1415187347,65,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415187283,1415187347,64,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415434570,1415434598,28,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415434570,1415434598,28,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415180730,1415180732,2,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415180730,1415180732,2,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415180754,1415180789,35,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415180754,1415180789,35,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415181288,1415181303,15,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415181288,1415181303,15,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417166753,1417166779,26,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417166753,1417166779,26,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417166805,1417166848,43,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417166805,1417166848,43,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
855664138,0,25736,25736,0,1415605085,0,SEPD824BD26953D,,10.102.0.51,,21670
855664138,0,51,51,0,1415605158,0,SEPD824BD26953D,,10.102.0.51,,21670
855664138,535271926,21707,21707,1415605222,1415605242,20,SEPD824BD26953D,SEP64D814A44134,10.102.0.51,10.102.24.224,21670
855664138,1491573238,24961,24961,1415605276,1415605315,39,SEPD824BD26953D,SEP24B65744B973,10.102.0.51,10.102.24.224,21670
855664138,1491573238,24961,24961,1415605347,1415605382,35,SEPD824BD26953D,SEP24B65744B973,10.102.0.51,10.102.24.167,21670
90334218,0,71996,71996,0,1416998915,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1416998925,1416998993,68,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416998925,1416998993,68,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416999030,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416999122,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416999230,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416999339,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416999447,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416999549,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416999650,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416999761,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,05714,05714,0,1415087809,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,05714,05714,0,1415088129,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416987154,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416987252,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416987356,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416987449,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416987552,0,CUBE-01-SIP,,10.100.98.5,,100
855664138,1231644938,903662000,903662000,1416987180,1416987604,424,SEPD824BD26953D,S1/DS1-1@VG2-GSWITCH,10.102.0.51,10.105.105.73,21670
90334218,0,71996,71996,0,1416987652,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416987755,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416987855,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416987958,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1417104624,1417104731,107,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417104624,1417104731,107,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416890071,1416890108,37,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416890071,1416890108,37,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415791493,1415791573,80,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415791493,1415791573,80,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415597581,1415597654,73,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415597581,1415597654,73,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416206827,1416206886,59,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416206827,1416206886,59,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416922981,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923088,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923200,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923308,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923418,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923527,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923628,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416923727,0,CUBE-01-SIP,,10.100.98.5,,100
855664138,1231644938,902845000,902845000,1416017173,1416017328,155,SEPD824BD26953D,S1/DS1-1@VG2-GSWITCH,10.102.0.51,10.105.105.73,21670
855664138,318989834,26666,26666,1416017337,1416017398,61,SEPD824BD26953D,SEP0C8525A6365A,10.102.0.51,10.102.3.19,21670
90334218,0,05714,05714,0,1415049395,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1416932196,1416932257,61,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416932196,1416932257,61,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416932267,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932374,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932585,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932685,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932786,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932893,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932993,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416933102,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415249357,1415249386,29,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415249357,1415249386,29,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,03740,03740,0,1416001686,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416001729,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,93674,93674,0,1416001802,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762281,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762361,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762441,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762519,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762600,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762680,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762724,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762807,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762888,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416762968,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416763053,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415906941,1415906964,23,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415906941,1415906964,23,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,44976,44976,0,1417383395,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416962646,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416962750,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416962851,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416962951,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416963050,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416963155,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416963256,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416963365,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948698,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948806,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416948915,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416949024,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416949130,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416949234,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416949343,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1417179965,1417179976,11,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179965,1417179976,11,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179993,1417180020,27,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179993,1417180020,27,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417180458,1417180463,5,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417180458,1417180463,5,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415684759,1415684804,45,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415684759,1415684804,45,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415684989,1415685039,50,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415684989,1415685039,50,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415685143,1415685196,53,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415685143,1415685196,53,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415685232,1415685301,69,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415685233,1415685301,68,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415685301,1415685361,60,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415031445,1415031473,28,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415031445,1415031473,28,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415031547,1415031590,43,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415031547,1415031590,43,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415031628,1415031649,21,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415031628,1415031649,21,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415031740,1415031775,35,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415031740,1415031775,35,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416946881,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416946985,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416947087,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416947193,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416947306,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416947413,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416947525,0,CUBE-01-SIP,,10.100.98.5,,100
855664138,100820490,22999,22999,1416567371,1416567408,37,SEPD824BD26953D,SEPD4D748FF9D39,10.102.0.51,10.102.2.6,21670
100820490,443115786,7777,7777,1416567372,1416567408,36,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
